1529.9934719999999: 1536, 159: 240, regular, none, regular, regular, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
101.9995648: 96, 16: 16, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
101.9995648: 96, 16: 16, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
197.6241568: 192, 31: 31, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
197.6241568: 192, 31: 31, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
286.873776: 288, 45: 45, regular, none, none, regular, none
764.9967359999999: 768, 120: 120, none, regular, none, none, regular
771.3717088: 768, 121: 121, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
191.24918399999999: 192, 30: 30, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
191.24918399999999: 192, 30: 30, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
286.873776: 288, 45: 45, none, regular, none, none, none
101.9995648: 96, 16: 16, none, regular, none, none, none
286.873776: 288, 45: 45, regular, none, none, regular, none
764.9967359999999: 768, 120: 120, none, regular, none, none, regular
771.3717088: 768, 121: 121, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, regular, none
191.24918399999999: 192, 30: 30, none, regular, regular, none, none
191.24918399999999: 192, 30: 30, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
191.24918399999999: 192, 30: 30, regular, none, none, none, none
95.62459199999999: 96, 15: 15, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
293.2487488: 288, 46: 46, regular, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
286.873776: 288, 45: 45, none, none, regular, regular, none
191.24918399999999: 192, 30: 30, none, regular, regular, none, none
191.24918399999999: 192, 30: 30, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
191.24918399999999: 192, 30: 30, regular, none, none, none, none
95.62459199999999: 96, 15: 15, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
293.2487488: 288, 46: 46, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
286.873776: 288, 45: 45, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, none, none, regular
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, regular, regular, none, none, none
286.873776: 288, 45: 45, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
286.873776: 288, 45: 45, regular, none, none, none, none
101.9995648: 96, 16: 16, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, none, none, regular
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, regular, regular, none, none, none
286.873776: 288, 45: 45, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
286.873776: 288, 45: 45, regular, none, regular, none, none
95.62459199999999: 96, 15: 15, regular, none, regular, none, none
197.6241568: 192, 31: 31, none, regular, none, none, regular
478.12296000000003: 480, 75: 75, regular, none, regular, none, none
95.62459199999999: 96, 15: 15, regular, none, regular, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, regular
478.12296000000003: 480, 75: 75, regular, none, regular, none, none
771.3717088: 768, 121: 121, none, none, regular, none, none
44.6248096: 48, 7: 7, none, white, none, none, none
50.9997824: 48, 8: 8, white, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, none, regular
95.62459199999999: 96, 15: 15, none, none, regular, none, none
286.873776: 288, 45: 45, regular, none, regular, none, none
95.62459199999999: 96, 15: 15, regular, none, regular, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, regular
484.4979328: 480, 76: 76, regular, none, regular, none, none
95.62459199999999: 96, 15: 15, regular, none, regular, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, regular
478.12296000000003: 480, 75: 75, none, none, none, none, regular
95.62459199999999: 96, 15: 15, none, none, none, none, regular
95.62459199999999: 96, 15: 15, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
101.9995648: 96, 16: 16, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
191.24918399999999: 192, 30: 30, regular, none, regular, none, none
1345.1192608000001: 1344, 211: 211, none, none, none, none, regular
44.6248096: 48, 7: 7, none, none, none, white, none
50.9997824: 48, 8: 8, none, none, none, none, white
286.873776: 288, 45: 45, none, none, none, regular, none
44.6248096: 48, 7: 7, none, none, white, none, none
50.9997824: 48, 8: 8, none, none, none, white, none
286.873776: 288, 45: 45, none, none, regular, none, none
50.9997824: 48, 8: 8, none, white, none, none, none
44.6248096: 48, 7: 7, none, none, white, none, none
191.24918399999999: 192, 30: 30, none, none, none, regular, none
50.9997824: 48, 8: 8, none, white, none, none, none
191.24918399999999: 192, 30: 30, regular, none, none, none, none
242.2489664: 240, 38: 38, none, none, none, none, regular
44.6248096: 48, 7: 7, none, none, none, white, none
50.9997824: 48, 8: 8, none, none, none, none, white
286.873776: 288, 45: 45, none, none, none, regular, none
44.6248096: 48, 7: 7, none, none, white, none, none
50.9997824: 48, 8: 8, none, none, none, white, none
286.873776: 288, 45: 45, none, none, regular, none, none
50.9997824: 48, 8: 8, none, white, none, none, none
44.6248096: 48, 7: 7, none, none, white, none, none
191.24918399999999: 192, 30: 30, none, none, none, regular, none
50.9997824: 48, 8: 8, none, white, none, none, none
191.24918399999999: 192, 30: 30, regular, none, none, none, none
235.8739936: 240, 37: 37, regular, none, none, none, none
101.9995648: 96, 16: 16, regular, none, none, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
382.49836799999997: 384, 60: 60, none, none, none, none, regular
95.62459199999999: 96, 15: 15, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, regular, none, none, none, none
382.49836799999997: 384, 60: 60, regular, none, none, none, none
95.62459199999999: 96, 15: 15, regular, none, none, none, none
101.9995648: 96, 16: 16, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
382.49836799999997: 384, 60: 60, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
44.6248096: 48, 7: 7, none, none, white, none, none
50.9997824: 48, 8: 8, none, none, none, none, white
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, regular, none, none, none, none
478.12296000000003: 480, 75: 75, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
197.6241568: 192, 31: 31, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
197.6241568: 192, 31: 31, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, none, regular, none
101.9995648: 96, 16: 16, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, none, regular, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
101.9995648: 96, 16: 16, none, none, none, regular, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
191.24918399999999: 192, 30: 30, none, none, regular, none, none
95.62459199999999: 96, 15: 15, none, regular, none, none, none
95.62459199999999: 96, 15: 15, none, none, regular, none, none
286.873776: 288, 45: 45, regular, none, none, regular, none
771.3717088: 768, 121: 121, none, regular, none, none, regular
764.9967359999999: 768, 120: 120, regular, none, none, none, none
95.62459199999999: 96, 15: 15, regular, regular, none, none, none
191.24918399999999: 192, 30: 30, regular, none, none, none, none
